employee_id,age,gender,department,job_role,years_experience,shift,accident_date,accident_type,severity,lost_days,ppe_used,training_completed,fatigue_level,root_cause,city,overtime_hours
1149,25,MALE,Maintenance,Coordinator,18.7,night,2024-02-01,Struck By Object,Moderate,14,Yes,Yes,2.0,Unsafe Condition,Medellín,5.6
1029,38,FEMALE,Quality,Coordinator,18.1,night,2025-02-08,Chemical Exposure,Moderate,8,No,Yes,6.0,Fatigue,Cali,0.1
1184,20,FEMALE,Operations,Analyst,7.4,night,2024-12-01,Struck By Object,Moderate,12,Yes,Yes,8.0,PPE Non-Compliance,Barranquilla,15.0
1186,33,FEMALE,Logistics,Technician,20.3,night,2023-12-28,Struck By Object,Moderate,5,Yes,No,2.0,Fatigue,Medellín,16.9
1090,29,FEMALE,Logistics,Technician,18.6,day,2023-08-22,Struck By Object,Minor,7,Yes,Yes,7.0,Lack of Training,Bogotá,15.4
1211,54,FEMALE,Quality,Coordinator,3.1,day,2023-03-11,Fall,Minor,15,Yes,Yes,6.0,PPE Non-Compliance,Bogotá,17.0
1202,55,FEMALE,Warehouse,Technician,4.2,day,2024-04-13,Chemical Exposure,Minor,0,No,Yes,3.0,Fatigue,Cartagena,0.0
1229,33,FEMALE,Maintenance,Supervisor,5.6,night,2024-12-28,Chemical Exposure,Moderate,7,Yes,Yes,6.0,Lack of Training,Medellín,12.3
1211,39,FEMALE,Maintenance,Coordinator,17.4,day,2025-03-27,Slip,Moderate,8,Yes,Yes,1.0,Lack of Training,Barranquilla,22.5
1146,45,FEMALE,Operations,Supervisor,18.4,night,2023-07-02,Chemical Exposure,Severe,9,Yes,Yes,6.0,PPE Non-Compliance,Barranquilla,16.6
1078,28,FEMALE,Logistics,Operator,18.5,night,2024-07-12,Ergonomic,Severe,9,No,Unknown,1.0,Unsafe Condition,Cartagena,1.0
1254,23,MALE,Quality,Operator,13.0,night,2025-05-11,Struck By Object,Minor,14,No,Yes,1.0,PPE Non-Compliance,Cartagena,10.4
1192,22,MALE,Operations,Analyst,17.7,night,2023-03-15,Slip,Moderate,8,Yes,Yes,9.0,Human Error,Barranquilla,13.2
1084,41,FEMALE,Quality,Coordinator,11.8,day,2024-06-26,Struck By Object,Minor,13,No,Yes,10.0,Lack of Training,Barranquilla,6.5
1205,23,FEMALE,Production,Analyst,1.6,day,2024-12-29,Fall,Minor,0,Yes,No,2.0,Unsafe Condition,Cali,19.1
1248,28,MALE,Operations,Supervisor,24.1,night,2024-11-02,Slip,Moderate,0,Yes,No,2.0,Lack of Training,Bogotá,7.8
1131,40,MALE,Warehouse,Coordinator,5.0,night,2024-08-03,Ergonomic,Moderate,10,Yes,Yes,9.0,PPE Non-Compliance,Cali,12.3
1178,21,MALE,Warehouse,Supervisor,10.4,night,2023-06-10,Chemical Exposure,Minor,10,No,Yes,10.0,Human Error,Cali,27.3
1169,56,MALE,Quality,Operator,17.7,day,2023-02-12,Ergonomic,Minor,7,Yes,Yes,2.0,Human Error,Bogotá,5.4
1112,19,FEMALE,Production,Technician,2.4,night,2023-01-22,Cut,Severe,17,Yes,Yes,6.0,Unsafe Condition,Cali,12.3
1138,52,FEMALE,Quality,Operator,1.3,day,2024-07-24,Struck By Object,Moderate,4,Yes,Yes,4.0,PPE Non-Compliance,Medellín,5.6
1143,57,MALE,Maintenance,Analyst,21.9,day,2023-08-02,Fall,Severe,5,Yes,No,10.0,Lack of Training,Barranquilla,16.1
1066,42,FEMALE,Operations,Supervisor,2.4,night,2025-05-30,Chemical Exposure,Minor,3,No,Yes,7.0,Lack of Training,Cartagena,0.0
1178,60,MALE,Warehouse,Supervisor,19.4,day,2024-08-23,Fall,Severe,8,Yes,Yes,4.0,Unsafe Condition,Medellín,0.5
1085,25,FEMALE,Production,Operator,19.9,day,2024-04-29,Chemical Exposure,Minor,8,Yes,Yes,2.0,PPE Non-Compliance,Medellín,12.3
1259,44,MALE,Warehouse,Coordinator,6.9,night,2025-02-13,Slip,Severe,5,Yes,No,5.0,Unsafe Condition,Bogotá,8.8
1246,36,MALE,Logistics,Coordinator,22.1,day,2023-09-17,Fall,Moderate,11,Yes,No,5.0,PPE Non-Compliance,Cartagena,12.0
1269,51,FEMALE,Production,Coordinator,4.1,night,2024-10-31,Chemical Exposure,Severe,0,Yes,Yes,1.0,Human Error,Barranquilla,10.0
1281,37,MALE,Quality,Supervisor,22.3,day,2023-07-15,Slip,Minor,3,No,No,2.0,PPE Non-Compliance,Medellín,16.8
1211,28,MALE,Logistics,Operator,22.5,night,2024-10-07,Slip,Moderate,1,No,Unknown,10.0,Human Error,Cali,5.3
1156,43,MALE,Maintenance,Operator,2.5,day,2023-10-04,Ergonomic,Minor,5,Yes,Yes,9.0,Human Error,Bogotá,4.6
1176,39,FEMALE,Production,Analyst,18.5,day,2023-10-06,Slip,Moderate,5,Yes,Yes,2.0,PPE Non-Compliance,Medellín,17.3
1248,45,FEMALE,Logistics,Coordinator,17.0,night,2023-03-07,Fall,Minor,13,Yes,Yes,5.0,Lack of Training,Bogotá,9.0
1117,31,FEMALE,Warehouse,Operator,22.6,day,2023-08-15,Fall,Minor,9,No,Yes,2.0,PPE Non-Compliance,Cali,12.3
1046,55,FEMALE,Production,Analyst,5.7,night,2025-06-06,Struck By Object,Minor,6,No,Yes,1.0,Unsafe Condition,Medellín,3.9
1270,43,FEMALE,Warehouse,Operator,24.2,day,2023-10-08,Struck By Object,Minor,11,No,No,9.0,Lack of Training,Medellín,19.1
1124,36,FEMALE,Quality,Coordinator,21.8,night,2025-02-01,Chemical Exposure,Minor,10,Yes,Unknown,1.0,PPE Non-Compliance,Barranquilla,26.7
1089,31,FEMALE,Production,Coordinator,15.0,night,2024-01-11,Fall,Minor,14,Yes,No,8.0,Fatigue,Medellín,12.3
1125,39,FEMALE,Maintenance,Supervisor,22.3,day,2024-05-28,Cut,Minor,7,No,Yes,3.0,Lack of Training,Barranquilla,10.6
1064,38,FEMALE,Quality,Analyst,13.0,night,2025-02-17,Slip,Minor,10,Yes,Yes,9.0,Unsafe Condition,Cartagena,21.3
1035,34,FEMALE,Maintenance,Coordinator,1.6,night,2023-11-20,Ergonomic,Severe,1,Yes,Yes,6.0,PPE Non-Compliance,Barranquilla,11.1
1021,55,FEMALE,Quality,Operator,14.8,night,2023-08-20,Fall,Moderate,8,Yes,Yes,3.0,Unsafe Condition,Barranquilla,0.0
1194,41,MALE,Warehouse,Analyst,15.0,night,2025-05-03,Struck By Object,Moderate,21,Yes,Yes,6.0,Unsafe Condition,Medellín,12.9
1268,23,MALE,Production,Operator,1.1,day,2024-07-26,Slip,Minor,6,Yes,Yes,4.0,Human Error,Cali,0.0
1177,30,FEMALE,Logistics,Operator,13.4,night,2025-04-03,Fall,Severe,5,Yes,Yes,10.0,Fatigue,Cali,18.2
1233,26,MALE,Production,Coordinator,20.4,day,2023-12-29,Struck By Object,Minor,8,No,Yes,7.0,PPE Non-Compliance,Medellín,22.6
1192,28,FEMALE,Logistics,Technician,1.1,day,2024-02-01,Chemical Exposure,Minor,16,No,Yes,1.0,Lack of Training,Cartagena,6.3
1090,56,MALE,Maintenance,Supervisor,23.9,day,2023-10-28,Ergonomic,Moderate,12,Yes,No,2.0,Fatigue,Bogotá,16.3
1161,53,MALE,Maintenance,Supervisor,9.2,night,2023-11-20,Slip,Minor,17,Yes,Yes,9.0,Human Error,Bogotá,8.1
1285,58,FEMALE,Operations,Technician,16.2,day,2025-02-08,Struck By Object,Severe,8,Yes,Yes,7.0,Unsafe Condition,Cartagena,32.4
1259,37,MALE,Production,Coordinator,15.9,day,2024-06-23,Ergonomic,Moderate,15,No,No,9.0,Human Error,Medellín,12.9
1235,18,FEMALE,Logistics,Technician,2.1,night,2023-09-25,Fall,Minor,6,No,Yes,5.0,Unsafe Condition,Cali,0.1
1107,35,FEMALE,Logistics,Supervisor,10.1,night,2024-03-13,Fall,Minor,14,Yes,Yes,3.0,PPE Non-Compliance,Cartagena,13.1
1156,32,MALE,Logistics,Analyst,19.0,night,2023-07-14,Fall,Minor,6,Yes,Yes,2.0,Lack of Training,Medellín,11.4
1156,54,MALE,Operations,Operator,16.1,night,2024-03-15,Chemical Exposure,Minor,9,Yes,Yes,1.0,Human Error,Cali,0.0
1294,22,FEMALE,Warehouse,Coordinator,13.3,day,2025-05-30,Fall,Moderate,17,Yes,Yes,2.0,Unsafe Condition,Cartagena,28.3
1067,28,FEMALE,Maintenance,Supervisor,3.4,night,2025-04-16,Struck By Object,Minor,0,Yes,Yes,5.0,Human Error,Bogotá,0.4
1122,54,MALE,Production,Operator,23.9,day,2024-06-25,Ergonomic,Minor,9,No,No,4.0,Lack of Training,Cartagena,19.2
1224,39,FEMALE,Maintenance,Operator,13.5,night,2023-04-19,Ergonomic,Minor,18,No,No,3.0,Unsafe Condition,Cali,29.9
1042,51,MALE,Warehouse,Coordinator,6.5,night,2025-06-17,Cut,Minor,6,Yes,No,7.0,PPE Non-Compliance,Medellín,8.2
1092,41,FEMALE,Production,Supervisor,25.0,day,2025-04-15,Chemical Exposure,Minor,4,No,Yes,2.0,Lack of Training,Medellín,16.5
1214,41,MALE,Logistics,Operator,15.5,night,2023-04-14,Ergonomic,Minor,5,Yes,Yes,3.0,Unsafe Condition,Medellín,11.2
1091,51,MALE,Quality,Coordinator,18.1,night,2023-03-05,Cut,Minor,5,No,Yes,10.0,Lack of Training,Cartagena,14.2
1070,34,FEMALE,Maintenance,Supervisor,23.7,day,2024-06-07,Ergonomic,Minor,9,Yes,Yes,4.0,Unsafe Condition,Bogotá,9.2
1075,50,MALE,Quality,Operator,14.1,day,2023-04-12,Chemical Exposure,Minor,12,Yes,Yes,5.0,Unsafe Condition,Medellín,13.5
1082,45,FEMALE,Quality,Coordinator,20.7,day,2024-12-31,Ergonomic,Moderate,11,Yes,Yes,4.0,Unsafe Condition,Cartagena,12.7
1225,49,MALE,Operations,Supervisor,6.0,day,2025-04-28,Slip,Minor,13,No,Yes,3.0,Fatigue,Medellín,18.3
1298,38,FEMALE,Maintenance,Technician,9.0,night,2024-07-19,Slip,Moderate,2,No,Unknown,3.0,Lack of Training,Medellín,6.5
1264,43,MALE,Warehouse,Coordinator,20.7,day,2024-01-05,Chemical Exposure,Minor,11,Yes,Yes,5.0,Lack of Training,Medellín,17.7
1128,26,MALE,Maintenance,Coordinator,19.2,night,2023-07-07,Slip,Moderate,3,Yes,Yes,4.0,Fatigue,Bogotá,13.7
1075,52,FEMALE,Warehouse,Technician,13.7,day,2024-02-18,Struck By Object,Moderate,18,Yes,Yes,6.0,Lack of Training,Cali,17.4
1066,57,MALE,Quality,Technician,2.8,night,2024-06-11,Chemical Exposure,Moderate,7,Yes,Yes,8.0,PPE Non-Compliance,Cali,0.0
1290,56,FEMALE,Warehouse,Technician,10.0,day,2023-04-21,Struck By Object,Minor,5,Yes,Yes,7.0,Fatigue,Medellín,6.4
1233,47,FEMALE,Warehouse,Analyst,24.5,night,2023-11-17,Cut,Moderate,16,Yes,No,7.0,Unsafe Condition,Cartagena,1.5
1074,27,MALE,Production,Technician,20.5,night,2024-06-27,Chemical Exposure,Moderate,10,Yes,Yes,5.0,Fatigue,Medellín,29.7
1022,47,MALE,Quality,Analyst,13.0,day,2024-02-12,Chemical Exposure,Minor,3,Yes,Yes,6.0,Lack of Training,Cartagena,19.1
1127,28,MALE,Logistics,Operator,6.8,night,2025-01-29,Cut,Minor,12,Yes,No,8.0,Unsafe Condition,Cartagena,19.4
1264,58,FEMALE,Production,Operator,8.5,night,2025-03-28,Struck By Object,Severe,6,Yes,No,4.0,PPE Non-Compliance,Barranquilla,13.2
1141,36,FEMALE,Operations,Analyst,22.7,night,2024-09-03,Cut,Minor,7,Yes,Yes,6.0,Fatigue,Cali,27.9
1023,38,MALE,Logistics,Technician,17.8,day,2023-06-24,Cut,Moderate,8,Yes,Yes,3.0,Lack of Training,Medellín,13.6
1140,54,FEMALE,Maintenance,Operator,1.2,day,2024-12-23,Struck By Object,Minor,8,Yes,Yes,2.0,Fatigue,Cali,16.8
1227,58,FEMALE,Warehouse,Operator,1.3,day,2025-02-06,Fall,Moderate,15,No,Yes,9.0,PPE Non-Compliance,Bogotá,9.4
1100,40,FEMALE,Warehouse,Coordinator,15.2,night,2023-06-15,Struck By Object,Minor,10,Yes,Yes,5.0,Lack of Training,Medellín,4.8
1065,53,FEMALE,Logistics,Operator,2.1,day,2024-06-23,Slip,Minor,14,No,Yes,5.0,Unsafe Condition,Cartagena,16.1
1046,30,FEMALE,Operations,Operator,9.5,night,2024-08-08,Chemical Exposure,Minor,6,Yes,Yes,6.0,Human Error,Barranquilla,0.0
1024,46,FEMALE,Warehouse,Coordinator,11.6,night,2025-06-02,Ergonomic,Severe,20,Yes,Yes,1.0,Fatigue,Medellín,13.7
1092,29,FEMALE,Operations,Coordinator,3.1,day,2023-04-14,Slip,Minor,12,Yes,Yes,5.0,Human Error,Cali,16.7
1033,24,FEMALE,Quality,Operator,8.7,night,2024-10-26,Cut,Minor,8,No,Yes,8.0,Lack of Training,Cartagena,12.4
1217,25,MALE,Warehouse,Coordinator,5.2,night,2023-08-13,Fall,Minor,9,No,Yes,7.0,Unsafe Condition,Cali,16.5
1004,43,MALE,Quality,Analyst,24.8,day,2023-08-06,Cut,Minor,20,Yes,Yes,6.0,Lack of Training,Medellín,15.5
1017,43,MALE,Logistics,Technician,4.9,day,2023-08-21,Ergonomic,Minor,15,Yes,Yes,6.0,Lack of Training,Cartagena,16.5
1068,48,FEMALE,Logistics,Technician,16.9,night,2024-03-31,Cut,Minor,11,Yes,Yes,9.0,Human Error,Medellín,10.1
1242,43,FEMALE,Maintenance,Analyst,3.7,day,2024-11-16,Struck By Object,Minor,2,Yes,No,2.0,Fatigue,Bogotá,28.7
1224,38,MALE,Quality,Analyst,24.1,day,2023-01-15,Cut,Moderate,0,Yes,Yes,6.0,Fatigue,Barranquilla,13.5
1008,60,FEMALE,Operations,Supervisor,16.9,day,2023-04-03,Chemical Exposure,Minor,8,Yes,Yes,9.0,Unsafe Condition,Cartagena,13.5
1068,52,FEMALE,Logistics,Operator,12.5,day,2023-09-29,Slip,Minor,8,Yes,Yes,2.0,PPE Non-Compliance,Medellín,17.0
1154,23,MALE,Quality,Supervisor,4.8,day,2023-01-19,Fall,Moderate,8,No,Yes,6.0,PPE Non-Compliance,Cali,16.6
1094,18,FEMALE,Quality,Analyst,11.5,night,2023-01-08,Cut,Moderate,9,No,Unknown,10.0,Fatigue,Cali,12.3
1171,38,FEMALE,Production,Supervisor,5.6,night,2023-09-12,Cut,Minor,10,Yes,Yes,9.0,Lack of Training,Cali,17.7
1094,52,MALE,Operations,Supervisor,1.4,day,2024-09-20,Cut,Minor,12,No,Yes,5.0,PPE Non-Compliance,Cali,0.5
1082,21,MALE,Quality,Analyst,21.2,night,2023-04-01,Ergonomic,Severe,3,No,Yes,8.0,Unsafe Condition,Medellín,18.0
1154,57,MALE,Quality,Analyst,10.0,day,2023-10-30,Chemical Exposure,Moderate,0,Yes,Yes,7.0,Fatigue,Barranquilla,13.7
1271,52,FEMALE,Warehouse,Analyst,12.7,day,2024-07-11,Slip,Minor,10,Yes,Yes,8.0,Lack of Training,Bogotá,15.2
1004,20,FEMALE,Logistics,Supervisor,12.9,night,2024-06-19,Chemical Exposure,Minor,6,Yes,Yes,9.0,Lack of Training,Cartagena,17.3
1054,23,FEMALE,Quality,Analyst,1.4,day,2024-11-30,Cut,Severe,3,Yes,Yes,3.0,Unsafe Condition,Barranquilla,3.8
1038,53,MALE,Maintenance,Coordinator,18.5,day,2023-12-08,Struck By Object,Moderate,0,Yes,Yes,3.0,PPE Non-Compliance,Medellín,6.6
1185,53,FEMALE,Operations,Operator,24.6,day,2023-07-25,Slip,Moderate,16,Yes,Yes,10.0,Unsafe Condition,Cartagena,0.0
1032,51,FEMALE,Warehouse,Operator,19.5,day,2023-07-21,Cut,Moderate,11,Yes,Yes,5.0,Unsafe Condition,Bogotá,0.0
1102,18,MALE,Logistics,Analyst,17.7,night,2025-05-18,Fall,Minor,7,Yes,Yes,7.0,Fatigue,Barranquilla,15.6
1198,18,FEMALE,Maintenance,Analyst,3.1,day,2025-06-09,Ergonomic,Minor,5,Yes,Yes,9.0,PPE Non-Compliance,Medellín,19.5
1070,23,FEMALE,Operations,Coordinator,16.6,night,2023-05-21,Cut,Minor,9,Yes,Yes,1.0,PPE Non-Compliance,Bogotá,8.4
1270,51,FEMALE,Maintenance,Technician,10.9,night,2025-03-11,Fall,Minor,13,Yes,No,3.0,PPE Non-Compliance,Cartagena,16.6
1283,33,MALE,Logistics,Analyst,21.6,night,2023-07-12,Slip,Minor,9,Yes,Yes,10.0,Human Error,Barranquilla,23.1
1148,48,MALE,Logistics,Analyst,7.7,day,2023-03-30,Ergonomic,Minor,10,No,Unknown,8.0,Unsafe Condition,Cartagena,12.3
1114,33,FEMALE,Production,Coordinator,24.5,day,2024-01-10,Slip,Moderate,4,Yes,Yes,5.0,PPE Non-Compliance,Barranquilla,8.0
1283,29,FEMALE,Production,Coordinator,15.5,day,2023-11-27,Slip,Minor,4,Yes,Unknown,2.0,Human Error,Cartagena,12.3
1019,39,FEMALE,Maintenance,Analyst,8.3,night,2025-05-29,Fall,Minor,11,Yes,Unknown,7.0,Lack of Training,Cartagena,10.8
1215,36,FEMALE,Logistics,Technician,19.6,night,2024-06-09,Cut,Moderate,7,No,Yes,10.0,Fatigue,Medellín,9.9
1169,22,MALE,Logistics,Operator,4.7,day,2023-11-21,Slip,Moderate,8,Yes,Yes,6.0,Human Error,Medellín,0.4
1291,33,FEMALE,Quality,Supervisor,15.8,night,2023-12-11,Chemical Exposure,Minor,3,Yes,Yes,6.0,Lack of Training,Cartagena,15.5
1041,37,FEMALE,Maintenance,Coordinator,15.0,night,2023-01-20,Slip,Moderate,0,Yes,No,10.0,Fatigue,Cartagena,18.6
1048,23,FEMALE,Warehouse,Supervisor,7.8,night,2023-03-14,Fall,Minor,14,No,Yes,10.0,Lack of Training,Barranquilla,14.2
1079,39,MALE,Quality,Coordinator,23.5,day,2025-03-31,Ergonomic,Minor,11,Yes,Yes,6.0,Fatigue,Cartagena,22.4
1068,24,FEMALE,Warehouse,Operator,6.3,night,2025-05-30,Ergonomic,Minor,7,No,Yes,6.0,Human Error,Medellín,16.0
1166,34,FEMALE,Logistics,Analyst,12.5,night,2023-06-25,Ergonomic,Moderate,12,Yes,No,4.0,Unsafe Condition,Medellín,9.4
1073,44,FEMALE,Operations,Operator,0.2,night,2024-08-27,Struck By Object,Moderate,17,Yes,Yes,8.0,Unsafe Condition,Cali,22.3
1245,40,FEMALE,Maintenance,Supervisor,1.3,night,2023-02-08,Slip,Severe,7,Yes,Yes,2.0,PPE Non-Compliance,Medellín,10.1
1203,20,FEMALE,Logistics,Analyst,5.4,night,2023-10-23,Cut,Moderate,0,Yes,No,3.0,Human Error,Cartagena,22.2
1077,20,MALE,Logistics,Technician,15.4,night,2023-06-13,Fall,Moderate,8,Yes,Yes,9.0,PPE Non-Compliance,Cali,25.7
1107,42,FEMALE,Maintenance,Operator,8.3,day,2024-05-23,Cut,Severe,13,Yes,No,8.0,Unsafe Condition,Cartagena,10.1
1114,60,FEMALE,Maintenance,Technician,23.4,day,2024-02-24,Chemical Exposure,Minor,4,Yes,Yes,4.0,PPE Non-Compliance,Bogotá,18.9
1256,24,FEMALE,Production,Coordinator,1.4,night,2023-08-02,Struck By Object,Minor,5,Yes,Yes,6.0,PPE Non-Compliance,Cali,23.5
1133,27,MALE,Operations,Analyst,23.6,night,2023-12-07,Struck By Object,Moderate,12,Yes,No,1.0,Fatigue,Bogotá,16.4
1140,44,MALE,Logistics,Operator,12.9,day,2023-07-15,Cut,Minor,0,No,Yes,7.0,Unsafe Condition,Cartagena,1.4
1032,49,FEMALE,Quality,Analyst,19.7,day,2025-03-24,Chemical Exposure,Moderate,0,Yes,Yes,9.0,Lack of Training,Barranquilla,5.8
1109,52,FEMALE,Maintenance,Supervisor,8.7,day,2023-01-06,Cut,Minor,9,Yes,Yes,9.0,Unsafe Condition,Medellín,13.7
1214,26,MALE,Production,Operator,4.0,night,2025-06-13,Chemical Exposure,Moderate,11,Yes,Yes,1.0,Fatigue,Medellín,4.7
1104,38,MALE,Logistics,Operator,18.0,night,2023-09-04,Chemical Exposure,Moderate,0,Yes,Yes,10.0,Unsafe Condition,Cartagena,12.4
1122,27,MALE,Warehouse,Coordinator,15.9,day,2024-05-13,Slip,Moderate,6,Yes,Yes,6.0,Lack of Training,Cali,9.3
1147,32,MALE,Logistics,Coordinator,18.7,day,2023-05-07,Slip,Moderate,7,No,No,3.0,Fatigue,Cartagena,13.8
1175,59,MALE,Production,Coordinator,4.3,day,2023-11-26,Fall,Minor,14,Yes,Yes,1.0,Lack of Training,Bogotá,10.1
1295,41,FEMALE,Logistics,Analyst,17.3,night,2023-09-02,Struck By Object,Minor,13,Yes,Yes,5.0,Fatigue,Cartagena,10.1
1241,34,MALE,Maintenance,Supervisor,21.4,night,2023-07-12,Cut,Moderate,13,Yes,Yes,9.0,Fatigue,Cali,10.2
1156,26,MALE,Quality,Supervisor,13.4,night,2025-04-01,Cut,Moderate,10,Yes,Yes,9.0,Human Error,Cartagena,14.7
1206,46,MALE,Production,Coordinator,4.6,day,2023-07-18,Struck By Object,Severe,7,Yes,Yes,8.0,Lack of Training,Medellín,20.2
1048,19,MALE,Quality,Operator,1.7,night,2024-10-19,Chemical Exposure,Severe,13,No,Yes,9.0,PPE Non-Compliance,Barranquilla,0.0
1173,35,MALE,Production,Supervisor,9.4,day,2023-02-18,Chemical Exposure,Moderate,0,Yes,Yes,8.0,Human Error,Bogotá,17.0
1062,21,FEMALE,Operations,Coordinator,11.6,night,2023-02-28,Slip,Moderate,15,Yes,Yes,1.0,Human Error,Cartagena,19.7
1159,51,FEMALE,Maintenance,Technician,19.3,day,2023-12-14,Chemical Exposure,Minor,16,No,No,6.0,Lack of Training,Bogotá,15.3
1209,52,MALE,Production,Supervisor,16.8,night,2024-05-14,Slip,Moderate,3,Yes,No,10.0,Unsafe Condition,Bogotá,16.2
1215,48,FEMALE,Warehouse,Coordinator,14.9,night,2024-02-05,Ergonomic,Moderate,9,Yes,Yes,10.0,Lack of Training,Bogotá,19.5
1269,28,MALE,Maintenance,Coordinator,6.8,day,2024-03-20,Ergonomic,Minor,1,Yes,Yes,10.0,Unsafe Condition,Cartagena,5.7
1207,33,FEMALE,Logistics,Technician,1.9,night,2023-10-27,Chemical Exposure,Moderate,14,Yes,Yes,6.0,PPE Non-Compliance,Cartagena,8.6
1239,20,MALE,Quality,Supervisor,23.5,night,2024-05-19,Struck By Object,Moderate,0,Yes,Unknown,4.0,Fatigue,Bogotá,4.8
1074,56,MALE,Warehouse,Supervisor,19.4,night,2025-02-28,Cut,Moderate,10,No,Yes,4.0,PPE Non-Compliance,Bogotá,11.8
1161,45,FEMALE,Quality,Analyst,5.4,day,2023-07-23,Struck By Object,Minor,4,No,No,6.0,PPE Non-Compliance,Cartagena,0.0
1178,23,FEMALE,Logistics,Supervisor,10.7,day,2025-03-24,Chemical Exposure,Minor,18,Yes,Yes,2.0,Human Error,Cali,12.8
1264,28,FEMALE,Logistics,Technician,20.3,day,2023-09-15,Fall,Moderate,11,Yes,Yes,1.0,PPE Non-Compliance,Barranquilla,20.3
1187,38,MALE,Production,Supervisor,19.6,day,2025-03-13,Struck By Object,Moderate,14,Yes,Yes,8.0,Fatigue,Bogotá,1.5
1183,32,MALE,Logistics,Coordinator,12.8,day,2023-04-24,Cut,Minor,7,Yes,Yes,4.0,Fatigue,Barranquilla,17.3
1029,36,MALE,Quality,Coordinator,11.1,night,2024-07-26,Slip,Moderate,0,Yes,No,2.0,Lack of Training,Cartagena,7.6
1028,22,FEMALE,Quality,Technician,15.8,day,2024-11-25,Fall,Minor,6,No,Yes,6.0,Unsafe Condition,Medellín,0.0
1203,49,MALE,Production,Operator,11.4,day,2023-01-14,Slip,Moderate,1,No,Yes,5.0,Lack of Training,Cartagena,23.9
1059,42,FEMALE,Production,Analyst,16.2,night,2023-12-09,Ergonomic,Minor,10,Yes,Yes,6.0,Fatigue,Medellín,12.3
1242,34,MALE,Logistics,Operator,20.9,day,2024-12-26,Ergonomic,Minor,17,No,No,6.0,Human Error,Bogotá,18.8
1156,43,MALE,Quality,Operator,10.0,night,2024-10-04,Struck By Object,Minor,0,No,Yes,8.0,Fatigue,Barranquilla,16.3
1299,39,FEMALE,Production,Technician,17.6,day,2025-05-25,Cut,Minor,8,Yes,Yes,7.0,Lack of Training,Barranquilla,12.3
1239,44,MALE,Warehouse,Coordinator,18.4,day,2023-02-14,Cut,Minor,9,Yes,No,4.0,PPE Non-Compliance,Cali,12.6
1231,29,FEMALE,Warehouse,Coordinator,20.4,night,2024-01-15,Slip,Severe,4,Yes,Yes,4.0,Human Error,Cali,12.3
1216,27,MALE,Maintenance,Operator,1.9,day,2023-02-19,Slip,Minor,10,Yes,Yes,8.0,Unsafe Condition,Medellín,12.2
1110,25,FEMALE,Maintenance,Operator,5.5,day,2023-12-26,Cut,Minor,5,Yes,Yes,4.0,PPE Non-Compliance,Cartagena,20.7
1282,39,FEMALE,Maintenance,Technician,22.5,night,2023-04-11,Ergonomic,Moderate,5,No,Yes,5.0,Unsafe Condition,Cali,9.8
1266,57,MALE,Logistics,Operator,7.6,night,2023-07-11,Ergonomic,Minor,7,No,Yes,7.0,Lack of Training,Bogotá,20.3
1181,51,FEMALE,Production,Supervisor,11.5,night,2023-04-16,Fall,Moderate,18,No,No,7.0,PPE Non-Compliance,Cali,18.5
1013,34,FEMALE,Production,Supervisor,19.1,day,2024-11-09,Cut,Severe,8,Yes,Yes,6.0,Human Error,Cartagena,9.2
1249,52,MALE,Logistics,Supervisor,20.0,day,2023-07-30,Slip,Minor,3,Yes,No,1.0,Lack of Training,Barranquilla,25.5
1077,43,FEMALE,Logistics,Technician,21.7,night,2023-08-17,Ergonomic,Minor,2,Yes,No,6.0,Human Error,Medellín,19.7
1131,51,FEMALE,Operations,Supervisor,22.6,day,2025-01-03,Chemical Exposure,Moderate,17,Yes,Yes,3.0,Fatigue,Bogotá,28.3
1256,29,FEMALE,Production,Technician,13.9,night,2024-01-22,Ergonomic,Moderate,4,Yes,Yes,5.0,Human Error,Medellín,15.9
1084,56,FEMALE,Quality,Coordinator,14.7,night,2025-01-31,Chemical Exposure,Moderate,16,Yes,Yes,1.0,Fatigue,Bogotá,25.3
1273,41,FEMALE,Warehouse,Operator,12.2,night,2024-04-25,Struck By Object,Severe,4,No,Yes,1.0,Human Error,Medellín,6.1
1189,33,MALE,Warehouse,Operator,15.4,day,2023-06-05,Chemical Exposure,Moderate,19,No,Yes,2.0,Human Error,Bogotá,12.3
1171,38,MALE,Warehouse,Technician,19.1,night,2025-02-19,Cut,Minor,0,Yes,Yes,5.0,Human Error,Cali,17.2
1180,47,MALE,Quality,Technician,13.8,day,2024-04-15,Chemical Exposure,Minor,6,Yes,Yes,9.0,Unsafe Condition,Barranquilla,14.3
1271,29,MALE,Production,Operator,18.1,night,2025-03-10,Slip,Minor,0,Yes,Yes,8.0,Human Error,Cali,18.0
1190,28,FEMALE,Warehouse,Operator,14.2,night,2023-02-11,Struck By Object,Moderate,9,No,No,8.0,PPE Non-Compliance,Barranquilla,0.6
1102,54,FEMALE,Logistics,Operator,18.7,day,2024-01-25,Slip,Minor,6,Yes,Yes,5.0,Human Error,Barranquilla,8.3
1063,57,MALE,Production,Supervisor,23.3,day,2023-04-25,Fall,Minor,17,Yes,No,7.0,Human Error,Barranquilla,19.9
1244,15,MALE,Production,Operator,8.8,day,2023-10-20,Struck By Object,Severe,4,Yes,Yes,4.0,Fatigue,Bogotá,0.0
